,Protocol_type_icmp,Protocol_type_tcp,Protocol_type_udp,count,diff_srv_rate,dst_bytes,dst_host_count,dst_host_diff_srv_rate,dst_host_rerror_rate,dst_host_same_src_port_rate,dst_host_same_srv_rate,dst_host_serror_rate,dst_host_srv_count,dst_host_srv_diff_host_rate,duration,flag_OTH,flag_REJ,flag_RSTO,flag_RSTOS0,flag_RSTR,flag_S0,flag_S1,flag_S2,flag_S3,flag_SF,flag_SH,hot,is_guest_login,is_host_login,land,logged_in,num_access_files,num_failed_logins,num_file_creations,num_outbound_cmds,num_root,num_shells,rerror_rate,root_shell,same_srv_rate,serror_rate,service_IRC,service_X11,service_Z39_50,service_aol,service_auth,service_bgp,service_courier,service_csnet_ns,service_ctf,service_daytime,service_discard,service_domain,service_domain_u,service_echo,service_eco_i,service_ecr_i,service_efs,service_exec,service_finger,service_ftp,service_ftp_data,service_gopher,service_harvest,service_hostnames,service_http,service_http_2784,service_http_443,service_http_8001,service_imap4,service_iso_tsap,service_klogin,service_kshell,service_ldap,service_link,service_login,service_mtp,service_name,service_netbios_dgm,service_netbios_ns,service_netbios_ssn,service_netstat,service_nnsp,service_nntp,service_ntp_u,service_other,service_pm_dump,service_pop_2,service_pop_3,service_printer,service_private,service_red_i,service_remote_job,service_rje,service_shell,service_smtp,service_sql_net,service_ssh,service_sunrpc,service_supdup,service_systat,service_telnet,service_tftp_u,service_tim_i,service_time,service_urh_i,service_urp_i,service_uucp,service_uucp_path,service_vmnet,service_whois,src_bytes,srv_count,srv_diff_host_rate,su_attempted,urgent,wrong_fragment
Protocol_type_icmp,1.0,-0.4659777792121242,-0.07194173401546812,0.28089948007690285,0.07203207584776451,-0.01091167196290013,0.06229752275878184,-0.028839276633114374,-0.05852731615343293,0.45153588243968185,0.03485019650564638,-0.1218903398584115,0.012989837743551258,0.031080421861147706,-0.02221610023150068,-0.0018248693917476467,-0.060778415541370374,-0.023578288740918184,-0.0005501977327024149,-0.015746667558932174,-0.12379979998410395,-0.010669840642696828,-0.0064667567832038175,-0.009379926509351974,0.1594058095343231,-0.0007781000781782308,-0.01653939911159432,-0.01671990229685762,-0.0005501977327015225,-0.003112758288923471,-0.17590649748582904,-0.008566547990820213,-0.004109059576381198,-0.0044976975500486335,,-0.002511026133830792,-0.0033632327764684476,-0.06881567665854187,-0.006853953681574627,0.1070258172563902,-0.12664883384071823,-0.007708532310313682,-0.004637292958090027,-0.0165260045735199,,-0.017483383246568663,-0.015050318611054278,-0.015262479940159446,-0.01312969424274878,-0.013268518360615135,-0.012692265942658789,-0.012883216220655035,-0.013394532119672866,-0.05702834579743722,-0.011717638823380155,0.319294905958612,0.8697164133701789,-0.01246177547582088,-0.012227010127514204,-0.023795192975675377,-0.021309370598854068,-0.04577846557265493,-0.01254717777232922,,-0.011949504309356726,-0.15200590670836575,,-0.013024622215944609,,-0.014192240905455556,-0.014824873430845249,-0.011639338444511425,-0.009792359780936682,-0.011320797086573681,-0.012239476736737137,-0.011639338444511187,-0.0116654961627529,-0.011872711841834286,-0.011239770031199194,-0.010626953022467626,-0.010511740406999245,-0.010583893606597797,-0.014192240905455181,-0.00954064527812402,-0.007345538759089883,-0.029080187721754327,,-0.004983800020075506,-0.00905000778781255,-0.004702189420370047,-0.08633005869463167,0.03941187170552484,-0.004702189420377355,-0.004797892168779191,-0.0046698536741078414,-0.05145287112573068,-0.008707705136219664,-0.009730035891475431,-0.010951515949348995,-0.012989412591974616,-0.012202039275362661,-0.030937570871931386,-0.0011004081196627669,0.05213820482713452,-0.014192240905454038,0.04406414995818263,0.34692923426952316,-0.01576612211870147,-0.01482487343084454,-0.014051496434641816,-0.014700478895583804,-0.00452224677351143,0.5251045019688738,-0.05126915019089671,-0.004834579762023304,-0.0012302983953498407,0.0208662636469347
Protocol_type_tcp,-0.4659777792121242,1.0,-0.848980520763854,-0.18193183410664193,-0.07435140887954524,0.02289677114364484,-0.1646206826023657,-0.16222761438285516,0.12854989847651768,-0.43079290217552174,-0.15744005170900108,0.26873278309920307,-0.13513742900406928,0.06348069840951606,-0.09411498984325559,0.003916215478843394,0.1304320039558418,0.05059959893543005,0.001180738132261748,0.033792743477097625,0.2656774754231231,0.02289774559788234,0.013877822230383956,0.02012955751927577,-0.3420888648468061,0.0016698222809969456,0.0354939652691158,0.03588132963146244,0.001180738132258251,0.006680057349910557,0.37749975499505994,0.01838402682051781,0.008818144898118522,0.009652171735904306,,0.005388725054824449,0.007217581881587248,0.14742060398768447,0.014708756484369655,-0.25128116653299815,0.26857097390178397,0.016542703652772935,0.009951746982324466,0.035465220254676674,,0.037519778896160164,0.03229836117185609,0.03275366470474162,0.028176653112058584,0.028474573150452192,0.02723792101005437,0.027647705095323365,0.028745001837510643,-0.6729884312093932,0.025146346770419395,-0.1487843311924014,-0.4052685228472925,0.026743282687997624,0.02623947036314947,0.05106508086287373,0.045730443702539064,0.09824173515356092,0.026926558158113192,,0.02564393591803163,0.3262084878067608,,0.02795116590741048,,0.03045690489675449,0.03181455016127034,0.0249783121937548,0.021014649663006847,0.024294714451201776,0.026266224019208213,0.024978312193752072,0.025034447313110837,0.02547913735697743,0.024120828358492125,0.022805707689398595,0.022558458527334325,0.022713301103067383,0.03045690489675438,0.020474464027613642,-0.08668430649196272,-0.27629371768866623,,0.010695359827026798,0.019421543669158114,0.010091016417829914,0.02690556698644238,-0.0183650564518449,0.01009101641782945,0.010296396915967832,0.010021623095418156,0.11041915177306323,0.01868695359456163,0.02088090103344005,0.023502227869916414,0.027875605171447423,0.026185882288167595,0.06639280294480315,-0.012985856836349601,-0.024295244897457213,0.030456904896754927,-0.020532914740363787,-0.16166131412819204,0.03383449345038027,0.03181455016127128,0.03015486373262529,0.03154759636904859,0.0105899330977047,-0.6089525495447141,0.03673887592286013,0.01037512941109477,0.0026402512099081648,-0.2140159345440585
Protocol_type_udp,-0.07194173401546812,-0.848980520763854,1.0,0.037326497901598886,0.04079499342064021,-0.019294213356600178,0.14836701984642292,0.2000987138286349,-0.10995699719926375,0.21595271015515002,0.1566647536235274,-0.2301395540012148,0.1445791581867664,-0.09012226180508362,0.11936152040738685,-0.003324790656649834,-0.11073423064265307,-0.04295807385467497,-0.0010024236744135902,-0.028689380955220757,-0.22555500144027638,-0.019439739981990858,-0.011782000744219822,-0.017089602225461357,0.2904267826250951,-0.0014176465897055904,-0.030133685118216676,-0.030462549916243593,-0.0010024236744132222,-0.005671238567673979,-0.3204899385841391,-0.015607680663873092,-0.007486433247778629,-0.008194505786820091,,-0.004574922603295716,-0.006127586424480051,-0.12508498596375653,-0.012487447739914741,0.219344275330014,-0.22711525037431038,-0.014044433161972176,-0.008448839335537368,-0.030109281160858654,,-0.03185356142616014,-0.027420679487471886,-0.027807223317961902,-0.023921429632379882,-0.024174357941806515,-0.023124464363686658,-0.023472363069759056,-0.024403946629392638,0.7927018521015938,-0.02134875857656209,-0.022970629196877115,-0.06256890687983646,-0.022704526063469753,-0.022276799213379047,-0.043353258943814414,-0.038824255909247304,-0.08340531947131478,-0.022860123367388525,,-0.02177120207019155,-0.2769446518558607,,-0.02372999538800903,,-0.02585731898016508,-0.02700993336383066,-0.021206100493948048,-0.017841028214618197,-0.020625739326677946,-0.022299512546358854,-0.021206100493949775,-0.021253758116946683,-0.02163129130188626,-0.020478113421057896,-0.01936160159051269,-0.019151691868138507,-0.019283150198738087,-0.02585731898016305,-0.017382421132518346,0.10210399929296157,0.32882645244644454,,-0.00908015215569794,-0.016488512258271238,-0.008567076373458212,0.021228653936929034,-0.0028353583912916792,-0.00856707637345916,-0.008741440415689894,-0.008508162794449407,-0.09374370897483633,-0.015864859594185567,-0.017727478233362345,-0.019952933656096822,-0.023665845795035743,-0.02223130398169843,-0.05636619641912334,0.015295824248925905,-0.0037509128637188234,-0.025857318980171535,-0.003170051355900817,-0.024958690694002292,-0.028724825869201765,-0.02700993336383397,-0.025600891915280605,-0.026783294794341758,-0.009236959217780845,0.37285046458112076,-0.010795503312746278,-0.008808282770437768,-0.0022415218471310825,0.2287929082884021
count,0.28089948007690285,-0.18193183410664193,0.037326497901598886,1.0,0.02958927642627433,-0.03981171383413455,0.45867653331156955,0.047602993022316055,0.16877977187879703,0.04210532966302697,-0.47953420452317863,0.45858767898091396,-0.42926025975381454,-0.203315691612201,-0.08322584766299103,-0.006773956351170237,0.15555974686171783,0.08269966805920807,0.0021802733697147557,-0.044707078667581744,0.4634618248787285,-0.04016409098742842,-0.024516812704366706,-0.035543896364572905,-0.5183028074049613,-0.002978028827865398,-0.06293041402004855,-0.06392532983607911,-0.0021057763068847196,-0.011565442745501083,-0.6175164674727872,-0.032135557725728674,-0.01569621689314102,-0.016977645914299982,,-0.009591471433764428,-0.011720414264037882,0.1630975758506027,-0.025138710210038776,-0.5976764963005966,0.4548688729978926,-0.029347960100081328,-0.017630024576638915,0.09632227720043193,,0.06644058603445203,0.09165608004128599,0.022698761695325826,0.07540840265513728,0.07931962542149236,0.07853572089597614,0.07777226612189395,0.08061843900337536,0.0582494579077438,0.06814302589803069,-0.04736095078445479,0.3578684676355708,0.01955403588621841,0.018573206749176334,-0.013045589448675773,-0.003653018772509787,-0.12138274494965044,0.07637143616958923,,0.07819634558445326,-0.5015800923923487,,0.025760983597076553,,0.0961463205302105,0.10011959703077927,0.015644062576510707,0.012004571878111662,0.035617339255131636,0.0789483389413196,0.017256258301769082,0.07415466535125223,0.07023399470114326,0.0619874131714071,0.055765262479514514,0.0584683554850515,0.056413710133622334,0.022872553651128013,0.046290429053007814,-0.02758097061428091,-0.04768147872440607,,0.03365867152676117,-0.009162240173569786,0.007282032771779183,0.288969940424635,-0.005647830796483216,0.030620761919859605,0.02697556368374094,0.005818124029211243,-0.18598851786980083,0.03570816622490667,0.048129399774939,0.060237907588878196,0.06872902359175506,0.07216740373366251,-0.05019517466329736,-0.0015078700123365965,-0.007779583334040087,0.06835248793346128,-0.006635638158842033,-0.04635667794016051,0.024300580186878907,0.08874991955676167,0.08418188042407403,0.08574454331764476,-0.018874465615525957,0.555047343812297,-0.2563994038339796,-0.018497302069770582,-0.004708731165808916,-0.02412935025399326
diff_srv_rate,0.07203207584776451,-0.07435140887954524,0.04079499342064021,0.02958927642627433,1.0,-0.0169002107107704,0.15628680528913674,0.2241612060874188,0.024708955633097027,0.03765199960828142,-0.3181936228045689,0.16236125741274773,-0.30514980813834486,-0.05763380228835801,0.04659835895668592,-0.003257631940333679,0.0230335542631152,0.02050011783474438,0.011675787794048726,-0.00449747217547585,0.1624487365039721,-0.0005123752259742705,-0.008369654115672651,-0.007098325298509025,-0.1654559612294509,-0.0013890110047939377,-0.00016849161502786915,0.004394627533870213,-0.0009821753357555764,-0.0010808853869760217,-0.2244827987111689,-0.011857787125907598,0.0013337600306430673,-0.0062404461492414735,,-0.0041040900021212835,0.0021041606181317575,0.03065389895555392,-0.010351296472883697,-0.3442598277584673,0.1599446486903573,0.03340702037508711,0.009836826361871892,0.016703852445730808,,0.04285249536110653,0.014337523270294064,0.015390074228018693,0.013764887876050728,0.012125610015853527,0.013817241581021386,0.015212094529841848,0.015474335911762213,-0.06378947975372755,0.010637109765913212,0.11726407228341267,-0.06128184806326311,0.01251861065147895,0.012276537935106384,0.062104847334043194,0.009532653618961775,0.005858249700021743,0.011697964215128545,,0.011575773454215482,-0.24545942937553245,,0.017302937225997437,,0.012706625465205046,0.014265990876478587,0.012132896537928017,0.010270708851878316,0.012432682520866803,0.012621739688024334,0.01414533812254742,0.010659479170259532,0.012556454987853904,0.011752105125846757,0.01141983600356386,0.013260864209747104,0.010177681526161882,0.015254913167676477,0.011042254752839003,0.02634004187724833,0.208182822866438,,0.004179697630231128,0.03195477956797771,0.00637020339610771,0.10624332465459192,-0.002778085904228627,0.005684133223150571,0.006012778880941242,0.006834004569593912,-0.00417941161863625,0.014520130621834944,0.010718300921509792,0.012059377451309082,0.015081687999097109,0.012146364647649082,0.021879497902707164,0.0075292082587675386,0.001775486290178071,0.010578485555973134,0.011719676170536888,0.24112255699654003,0.016149814822326317,0.01448468900942402,0.012836954900891108,0.014802446284211936,-0.0029106084783757395,-0.10457872304819771,-0.07045129313862986,-0.00574962159869018,-0.002196244491227519,-0.025580628388414156
dst_bytes,-0.01091167196290013,0.02289677114364484,-0.019294213356600178,-0.03981171383413455,-0.0169002107107704,1.0,-0.028068175644748745,-0.00882309957876182,-0.015977185019276866,-0.008173780182975019,0.019769814446067527,-0.02517101558514652,0.017574428856063088,0.01058417981008539,0.05405861011352523,0.0009952405564436103,-0.016795475065605005,-0.005488924318072588,-0.00015204134919335693,0.00017621755909078633,-0.03421077096596626,0.03428042701553095,0.028036388545242114,-0.0017681717479269532,0.036895716381546616,-0.00021501976228183772,0.0073565310637218745,-0.0003847339545155092,0.00029638842886730833,-0.000860177972084104,0.051023647074633735,0.04259796792599044,0.05950222873015451,0.014224805529140455,,0.10696761292773461,-0.0007673614411187899,-0.01749542956254239,0.10801331733230954,0.04132086957265338,-0.02846611974387363,0.005114575963314523,0.13321073660021002,-0.004566787325336864,,-0.0048150709833721436,-0.004158997050339628,-0.004217625599341574,-0.0036282527326350466,-0.003666615315622733,-0.003507374028531411,-0.003560141126937382,-0.003630370187322964,-0.015255642423437982,-0.0032380460881245667,-0.0034840412732261407,-0.009490060203454853,-0.0034436804153664706,-0.0033788054837235243,-0.006431684843284855,-0.002525160678068709,0.006311519647453355,-0.0034672804406239567,,-0.003302119673342409,0.029394362628536987,,-0.0035992171845519263,,-0.003901630482684441,-0.004096697648984611,-0.0032164086030041453,-0.002706015500219677,-0.0031283830533684457,-0.0033822504999011195,-0.0032164086030039285,-0.003223637012976499,-0.0032808988836613468,-0.0031059920799329332,-0.0029366465532548857,-0.002904808760294553,-0.0029247475371467395,-0.0039218763129909425,-0.0026364568482315142,-0.0019927871384854317,-0.007858479936849974,,-0.0013772206501789417,9.022334664139748e-05,-0.0012994005266518877,-0.023416101663090202,-0.0004300494154930121,-0.0012994005266530645,-0.0013258469733114348,-0.0012887257664366124,-0.012309889852199085,-0.0024062826118730865,-0.0025311418327278266,-0.0030263361000569164,-0.0035894873757784623,-0.0033719050517055905,0.06776051425590159,-0.0003040861952579767,-0.0005689149878074303,-0.003921260890245886,-0.0004808135496653817,-0.003785577998682189,-0.004356801811425286,-0.0040966976489846966,-0.003882983060666795,-0.00406232252919358,0.3812663950766608,-0.01671417006418184,-0.0008752653307863411,0.10304572033685894,0.02544549328111513,-0.005011393909315109
dst_host_count,0.06229752275878184,-0.1646206826023657,0.14836701984642292,0.45867653331156955,0.15628680528913674,-0.028068175644748745,1.0,0.11416311470832868,0.06827609514314574,-0.21399979651778495,-0.4654614209927222,0.39398458632556643,-0.32487670086139714,-0.4099463963939194,0.024396127862728437,-0.00659607307226627,0.033788464109430594,0.06595075726950772,-0.00020843997617174016,0.018440045692270708,0.3807253722079455,-0.04101010852235883,-0.027153562244656648,0.021944589636441466,-0.38385613058181006,-0.007022982180077211,-0.036831934932748674,-0.0383855215929487,0.0019448194065827054,-0.02783793588183165,-0.47944182949482606,-0.008894842683389642,-0.014000031268325568,-0.0039790827774650595,,-0.013485063084409448,-0.00798548546754548,0.06449343157038223,-0.02833050613417635,-0.4793019601073765,0.3792885773602148,-0.05370332386698823,-0.01861003576495436,0.058415534084680844,,0.035105129532115295,0.05131213503717672,0.05394927208183684,0.046410376939346694,0.0439608629833886,0.04486417091831584,0.04553913517993039,0.04693949147887109,0.12123323184891216,0.041419093588848765,-0.013531328444992176,0.06099437896741075,0.04404944140138836,0.043219601185373706,0.018523728641360922,-0.007383701518024061,-0.07548322956294042,0.04435131840639109,,0.04223868347444089,-0.4342264312673394,,0.04603897207027647,,0.050166229149027124,0.05240243613298344,0.04114232018998311,0.03461368560110583,0.039714154620178035,0.043138933563846835,0.04114232018998341,0.041234781563701334,0.04196724018728542,0.03972993995257786,0.03756377615267663,0.037156526691126346,0.037411571258759845,0.04925238137348699,0.0328913894828705,-0.02437624279069142,0.057034844766623245,,0.017616559323095936,-0.013502711523650113,0.016621132176024633,0.24406137738585848,-0.004756216296363321,0.016195305264029982,0.016959418852445018,0.01389989794193308,-0.13077341368831305,0.03077968688207457,0.03334606530912376,0.03871102966050645,0.045914514342024176,0.043131335104075484,0.0318214276360924,-0.004403370257455198,-0.013083451511323013,0.028078551090220824,-0.003925858134229004,0.0398721055605017,0.05572952856873994,0.05240243613298332,0.04846872023101632,0.05196273074752571,-0.011036800301941598,0.16413791343722622,-0.2403628183528719,-0.01576368754831289,-0.005456680363947482,0.031921453677607764
dst_host_diff_srv_rate,-0.028839276633114374,-0.16222761438285516,0.2000987138286349,0.047602993022316055,0.2241612060874188,-0.00882309957876182,0.11416311470832868,1.0,0.09176352325992569,0.27537115306158505,-0.41036893875630714,0.10136800419742356,-0.407961049927774,-0.03135912724104127,0.3241275474453142,-0.0013972411019789225,0.01991702280135025,0.023234855931657628,0.011865967899046816,0.003542045523729029,0.0861324095661347,0.01058025350470219,-0.007327991353400616,0.08683981195849247,-0.10583250874513705,-0.0018227558132481554,0.018328132740539092,0.027284061438626973,0.013671534990839127,-0.0039172491584930115,-0.2419023933855783,0.012684829283588902,0.011397572170486045,0.01662964779146297,,0.009758698165662919,0.0018508804599636566,0.029331872123676796,0.0068925946005074425,-0.17833910462377692,0.10418640808344275,0.021546901699559144,0.01142805191609621,0.013980386408837813,,0.021351146794630554,0.012853433785792503,0.008309484828841288,0.011960953645737956,0.01212738112629531,0.010774124364655082,0.011003464742665435,0.00933258803289232,-0.09336864426845622,0.00978865749484714,-0.021985365880898625,-0.01565336502567869,0.006912437266913638,0.007066733713942468,0.01123896824321709,0.028714962557809115,0.0587583774538789,0.010795072892800387,,0.009970222609700449,-0.33419067775389766,,0.007887099271137007,,0.01197106666166442,0.012911253043769505,0.006195672549092122,0.005229911605034038,0.008405278035000886,0.011424222272328187,0.006721760902928214,0.010637640830460964,0.010693788088168702,0.009997902769103405,0.008908337259419582,0.009275850508797482,0.008957693157945352,0.009207165724369902,0.0094814120278907,8.82361105929194e-05,0.5523596730601651,,0.004395338088483124,0.015318636262604981,0.0023925651697033995,0.10982760682604593,-0.002186437766705267,0.005412336476334808,0.004002553336277843,0.005054390295466818,0.06746407735720615,0.007867128058523567,0.007324528751398228,0.009179712295650358,0.010837766734744153,0.010524949481339372,0.06641474585603804,0.006837065205554724,-0.002134108440860531,0.006232203260960672,0.004081071195590697,-0.021765395291402395,0.009081272347668326,0.011929390341989159,0.012393852109642826,0.012436536116921207,0.00950141601517355,-0.08658578722459873,-0.06170365412316836,0.014097474090324826,-0.0001135378840237683,0.1293797305337365
dst_host_rerror_rate,-0.05852731615343293,0.12854989847651768,-0.10995699719926375,0.16877977187879703,0.024708955633097027,-0.015977185019276866,0.06827609514314574,0.09176352325992569,1.0,-0.06318841384502681,-0.23068260019630482,-0.22556983559491284,-0.23618967534238902,0.07088784261145356,-0.013128880375948306,-0.0033476740435380487,0.8802102408053076,0.30951515919757433,0.00785967287609519,0.05043528445805246,-0.21631152217931773,-0.010410072702649162,-0.009612701626287124,0.02361274143997647,-0.3882941775875936,-0.0011007708884298586,-0.02414611208532888,-0.023756052772835313,-0.001009323010682016,-0.005465268914661484,-0.27003436373310374,-0.011677210088139685,-0.003862570984916746,-0.004884383460789053,,-0.0036363422386825836,-0.003979707520729687,0.9398942701708688,-0.007917947050311989,-0.2725266913676642,-0.2150291302611825,0.015226417497591025,-0.006785159819540174,0.033664863452013354,,0.01839056536659256,0.03590888215007597,0.025936797499204457,0.026364179931560244,0.02976899038761863,0.01487284571192479,0.028545817691053178,0.023155106211468508,-0.10105812442182233,0.026652553311755256,-0.02303967567889889,-0.04736924235325058,0.026929112325402887,0.026530695132551796,-0.017048047023486584,-0.005998071143417016,-0.05604777385750715,0.0274774293386022,,0.027007123827369833,-0.10469945776267908,,0.03456396115333449,,0.029041531819209838,0.026134264873402757,0.014580799361502958,0.02262246360579013,0.023376643560263026,0.02983914592951233,0.018415097820275034,0.02105496056800542,0.031011112468253166,0.019304680262514314,0.027993309792700864,0.01756935895550939,0.00996288356434219,0.028955136810885573,0.004386584593009822,-0.013433618521188555,-0.04080828590223947,,0.020453090498441674,-0.0024639556367119352,0.011372513399544317,0.1604187702305375,-1.3101825074005322e-05,0.017267165607239406,0.01239914944944441,0.009686066658915643,-0.05445655363832333,0.023211226072705485,0.014611809675587395,0.02180877770999422,0.017973564030252066,0.02055856945800557,-0.006788275048878329,-0.0005866794737295664,-0.0035051142402956663,0.023299863557958104,-0.003191869725572869,-0.025052182472139133,0.037260908358576664,0.031399008866615556,0.028755174412259547,0.025282527200211916,-0.007549598519622374,-0.08479548896483675,-0.04436422379460594,-0.004316076614309688,-0.0022569494685785764,0.03038109499332784
dst_host_same_src_port_rate,0.45153588243968185,-0.43079290217552174,0.21595271015515002,0.04210532966302697,0.03765199960828142,-0.008173780182975019,-0.21399979651778495,0.27537115306158505,-0.06318841384502681,1.0,0.1368766462591302,-0.23755477076622217,0.04279044939347746,0.1560275121770027,0.15983653333266382,-0.0031471348384836907,-0.0562828121312253,-0.039845428991251854,0.010062943564639678,-0.014236672892123119,-0.23463387232018024,0.004387397797562939,0.004286566374468592,-0.014352422415398042,0.2604734592216733,-0.000564735931051674,-0.01957101335506245,-0.017301150105595495,-0.0010968117850816488,0.0478472616031289,-0.08301116300833482,-0.008622169838465527,-0.004893961071173125,-0.004056676744470733,,0.0003876174390328483,0.01421463645243574,-0.07095128605702011,-0.0002470945835128469,0.24608060184082356,-0.23653782778323534,-0.0020548717066125287,-0.001613126284668784,-0.03294436799576102,,-0.026982064085788703,-0.029912853267537426,-0.030425548621913382,-0.026173869000238714,-0.026339251186547345,-0.025301861563304443,-0.025662576946528567,-0.026692226400793398,-0.03465338836451542,-0.023358955500791753,0.12891985458742955,0.4610143566589611,-0.02484238191562005,-0.02437438034916884,-0.030231679248810216,-0.029525560107179803,0.1855631147706009,-0.025012630245916823,,-0.02381580446965969,-0.10011869503821079,,-0.02596440932701667,,-0.028292041490962188,-0.029553185927205242,-0.023202864747881732,-0.019520937606739504,-0.022567856832340798,-0.02389567168940417,-0.02320286474787925,-0.023255009807670632,-0.02366809147873692,-0.02240633048651427,-0.02118468801621206,-0.020955013215841613,-0.02109884964947362,-0.02827845276050581,-0.01862943132474402,0.04703520316054146,0.43542342265004624,,-0.009935138354089506,-0.008175981204919466,-0.009373751408655494,-0.09935503314600828,-0.0017460095923344738,-0.008080849699334302,-0.009564533551277326,-0.006116346239668218,-0.07469512613027146,-0.01735869315118394,-0.019357161317101954,-0.021831699848570862,-0.025894219414958546,-0.024308817103384006,-0.040619774869500934,0.002398178344544022,0.019850861210564227,-0.022951670421083297,0.0032956539238735726,0.008544789280876762,-0.03142955253549935,-0.029553185927205444,-0.027965724396546602,-0.02930520709312251,0.013036738050141569,0.33424251881314077,-0.00031811462789341764,-0.0023302682685168693,0.0030321757841427575,0.0751782644112002
